I,J,M_lda_ij,SD_lda_ij,M_omega_ij,SD_omega_ij
44,45,-0.60465247,0.09741572,5.83758596,1.27123967
44,46,-0.58408643,0.07098804,4.70468899,0.82662743
44,47,-0.12754197,0.0361754,4.75649294,1.1789825
44,48,-0.05076644,0.06159786,6.66175653,1.62964205
44,49,0.22263472,0.07167941,5.6797809,1.2964927
44,50,0.47735243,0.05238149,4.09633847,1.22018357
44,51,0.14780368,0.04030253,3.21018268,0.96803203
44,52,-0.32052477,0.0702878,4.75136854,1.22694153
44,53,0.07447382,0.17552867,4.62999018,1.107713
44,54,0.05645476,0.07748669,-0.5197694,0.11260374
44,55,0.06916546,0.07030817,3.53018578,0.41075818
45,1,-0.18559539,0.07960828,-6.12462887,0.49106839
45,2,-0.0176642,0.05606829,-5.69004594,0.45385161
45,3,-0.03261611,0.08474384,2.33681295,0.20693852
45,4,0.22102616,0.1362989,4.64330511,0.78089024
45,5,0.10551435,0.11903173,-0.89124948,0.15096608
45,6,-0.07081809,0.07034819,4.63416392,0.73638993
45,7,-0.09247399,0.07773725,-0.64516508,0.15697686
45,8,0.24100431,0.10156718,7.72929025,1.24706556
45,9,-0.53599218,0.10302273,8.09906541,1.16053068
45,10,-0.15762517,0.05378633,7.53307428,1.11866668
45,11,0.28136197,0.19949327,-0.36166312,0.10648042
45,12,0.16425497,0.08295457,-5.13522973,0.41720958
45,13,-0.28999659,0.15924046,-8.2725665,0.74861925
45,14,0.22334344,0.12085536,-8.17165225,0.69989442
45,15,-0.05677202,0.06782326,-7.71838662,0.66109886
45,16,0.19235879,0.0533965,-7.74051715,0.67432011
45,17,-0.11109063,0.07404641,-4.63892652,0.35697294
45,18,0.1149484,0.03010163,-4.21452715,0.51111808
45,19,-0.10172524,0.03064458,-5.68852232,0.46709315
45,20,-0.1925334,0.05672725,-4.22337395,0.69428306
45,21,0.15122267,0.06708137,3.64616011,0.69235182
45,22,-0.0561299,0.10401212,3.08624549,0.43106299
45,23,0.00257218,0.02694179,1.90006685,0.41890209
45,24,0.02791153,0.0763258,5.01142596,0.67718711
45,25,-0.30711987,0.09364892,3.96323542,0.45068786
45,26,-0.10889873,0.11282493,3.62248513,0.61830124
45,27,0.22718306,0.20375222,3.60302815,0.68009433
45,28,0.49440138,0.3509634,3.96507915,0.90178587
45,29,0.32167524,0.04258577,3.55225334,0.56762987
45,30,0.10022267,0.0654305,3.94278511,0.80026036
45,31,0.05247541,0.10157723,1.47261281,0.46752438
45,32,0.06269498,0.04074202,6.18136178,1.07559909
45,33,-0.05981061,0.06749329,5.11591632,0.76970267
45,34,0.24496124,0.04281348,5.88624242,1.15618323
45,35,0.26151695,0.0340044,5.70185294,1.14566486
45,36,-0.2619043,0.08041036,5.47076225,0.92520149
45,37,-0.03643141,0.0777335,6.15824941,1.04397545
45,38,0.08111885,0.11476296,3.51815675,0.75699746
45,39,0.18977529,0.14763893,-1.00082788,0.11996929
45,40,-0.10097597,0.21749355,0.12445519,0.07911008
45,41,-0.0502626,0.06197583,8.94183121,1.58627284
45,42,-0.03681933,0.04302181,9.53357141,2.08321853
45,43,-0.11448447,0.0477101,9.14341518,1.73717271
45,44,-0.60465247,0.09741572,5.83758596,1.27123967
45,45,2.80267371,0.25630711,7.83789828,1.32119253
45,46,-0.76518143,0.06789797,5.82073083,0.75814922
45,47,-0.20855358,0.04315726,6.1155887,1.17586827
45,48,-0.66699887,0.06565947,8.88798972,1.67379866
45,49,0.11288481,0.1096317,7.83978718,1.31423781
45,50,-0.04676582,0.05680831,6.10975102,1.38043815
45,51,-1.01811868,0.33710741,4.61987257,1.12874253
45,52,0.22236751,0.08190032,5.94555064,1.25617476
45,53,-0.51494342,0.24969433,5.96996869,1.11391611
45,54,0.14138456,0.08469137,-0.32072282,0.23042989
45,55,-0.16248997,0.05315565,4.65491069,0.37762556
46,1,-0.25283807,0.08559126,-5.32682634,0.62868206
46,2,-0.04481352,0.06013564,-5.13477041,0.59296161
46,3,-0.34231088,0.12308109,2.15334548,0.14003866
46,4,-0.0450661,0.08454457,3.97138099,0.47940646
46,5,0.28258035,0.06412225,-0.65246203,0.13316356
46,6,0.07947977,0.06310585,3.88004053,0.45670094
46,7,0.4184247,0.15461601,-0.58555271,0.14615584
46,8,-0.06865599,0.03286574,6.08352712,0.72226575
46,9,-0.44052538,0.05561735,6.39065328,0.69216127
46,10,-0.00964012,0.08032919,5.89447949,0.67124805
46,11,-0.51634055,0.24327843,-0.3012766,0.10268512
46,12,-0.08517376,0.07341555,-5.0664027,0.57824517
46,13,-0.04736592,0.06196742,-7.66458281,0.94688765
46,14,0.04294363,0.04885552,-7.57626249,0.8848381
46,15,0.20090113,0.0501394,-7.2747221,0.83122835
46,16,0.03046829,0.03269509,-7.16313965,0.81515798
46,17,0.1102202,0.04987184,-4.20118621,0.48123599
46,18,-0.06645932,0.01740663,-4.39821282,0.5594173
46,19,0.16664761,0.06562818,-5.44772879,0.59537322
46,20,-0.0312741,0.03624112,-4.25343909,0.65786022
46,21,-0.21654483,0.04718683,3.34768721,0.40916447
46,22,0.34059627,0.10241136,2.6820592,0.21513267
46,23,0.0355903,0.02034598,1.43174566,0.25482003
46,24,0.21495171,0.08444455,4.39725783,0.36723995
46,25,-0.0785598,0.06772745,3.61449325,0.31373153
46,26,-0.01575674,0.05382266,3.30898632,0.41323659
46,27,-0.64905883,0.25856646,2.83907668,0.41932404
46,28,0.41125297,0.1920867,3.01131247,0.56452954
46,29,-0.18636111,0.03858271,3.23308865,0.3384894
46,30,0.07909539,0.07706604,3.20252138,0.49380305
46,31,-0.12868053,0.06105925,1.45799912,0.36283636
46,32,0.05053196,0.03062262,5.19804213,0.66957398
46,33,0.01412444,0.05921568,4.4754913,0.48132816
46,34,-0.15719786,0.04408537,5.15435214,0.75416539
46,35,-0.12928747,0.04516984,4.91036431,0.75316092
46,36,0.3246537,0.07814065,4.54600183,0.57026103
46,37,-0.09105238,0.09732506,5.1729707,0.64507114
46,38,-0.21517401,0.11870114,3.02296021,0.52950195
46,39,-0.24949373,0.13979755,-0.69847892,0.12716735
46,40,0.09488432,0.20668439,0.17482369,0.06069499
46,41,0.10984834,0.08479564,7.15264964,0.91444368
46,42,0.02739171,0.03030544,7.43502609,1.29562796
46,43,-0.21436114,0.07500382,7.44339275,1.05424685
46,44,-0.58408643,0.07098804,4.70468899,0.82662743
46,45,-0.76518143,0.06789797,5.82073083,0.75814922
46,46,2.43604897,0.1769612,5.32715062,0.52181326
46,47,0.02696404,0.05699739,4.88804623,0.73087747
46,48,0.16352534,0.04356654,6.63821154,0.97575147
46,49,0.10111197,0.08228076,6.00439644,0.75216671
46,50,-0.47499103,0.04964971,4.80163904,0.88582339
46,51,0.47114107,0.10958447,3.27755572,0.64376395
46,52,0.15025065,0.07989541,4.5819072,0.77255568
46,53,0.40179331,0.20214229,4.66856733,0.66534749
46,54,-0.09021161,0.07342599,-0.47893616,0.16733672
46,55,-0.5791354,0.11194257,3.88694754,0.34116256
47,1,0.052391,0.0471877,-5.38770385,0.33778407
47,2,-0.09891523,0.0341936,-5.24733732,0.34131691
47,3,-0.07343999,0.05875456,2.18999547,0.21586516
47,4,0.22043679,0.04433375,4.47194229,0.79882804
47,5,-0.03438305,0.03410773,-0.48341329,0.11032965
47,6,0.03353983,0.04786391,3.98914015,0.72821087
47,7,-0.19589925,0.04801205,-0.60188442,0.13713148
47,8,-0.02222482,0.01992179,6.59208188,1.2122476
47,9,-0.00612177,0.05161149,6.75008804,1.12250302
47,10,-0.15450826,0.03683983,6.72899177,1.11919698
47,11,-0.05878568,0.12749365,-0.19314029,0.08171451
47,12,-0.04203445,0.03691861,-4.93172581,0.51361473
47,13,-0.11657354,0.04098183,-7.57816738,0.50916759
47,14,0.0903326,0.04038412,-7.51334951,0.48951542
47,15,0.06855771,0.03815781,-7.18684389,0.46486509
47,16,0.05846095,0.02810591,-7.05723786,0.49664052
47,17,0.12393798,0.04268374,-4.59226977,0.33987359
47,18,-0.10777313,0.01441489,-3.70475305,0.43931182
47,19,0.0544173,0.01445154,-5.27076881,0.48386703
47,20,0.08127196,0.01217677,-4.23421819,0.62510942
47,21,-0.10138616,0.02871799,3.92592812,0.77038553
47,22,-0.27058878,0.09516291,3.20826605,0.47769174
47,23,-0.03534583,0.01953321,1.78934429,0.43868863
47,24,0.06056183,0.03523369,4.86276158,0.72137905
47,25,-0.11812532,0.05643969,3.85588498,0.48789253
47,26,0.05390879,0.07528954,3.61386089,0.6452461
47,27,0.43436297,0.11092955,3.30506238,0.66927486
47,28,-0.18234919,0.11904538,3.69650523,0.87930811
47,29,-0.05693682,0.04224427,3.61712814,0.6398478
47,30,0.10342468,0.05329155,3.35632296,0.75248617
47,31,-0.16596976,0.08493031,1.61032509,0.4746383
47,32,-0.12692564,0.02674804,5.71040926,1.12209052
47,33,-0.0742502,0.05496497,4.76833345,0.82074285
47,34,-0.00213937,0.03508087,5.55351708,1.22141414
47,35,-0.09732067,0.04896052,5.42023284,1.18267576
47,36,0.09440014,0.04363611,4.84997452,0.93672592
47,37,0.09033701,0.04271766,5.47582949,1.08380945
47,38,0.0044343,0.04760882,3.14634047,0.75227362
47,39,-0.09174173,0.05718915,-0.96017731,0.10356341
47,40,0.02518982,0.07089353,0.06885795,0.08832668
47,41,0.25078268,0.06641827,7.60646592,1.4978655
47,42,-0.00191103,0.04676637,8.16136491,2.0459049
47,43,-0.17074421,0.0527591,8.02577797,1.71004809
47,44,-0.12754197,0.0361754,4.75649294,1.1789825
47,45,-0.20855358,0.04315726,6.1155887,1.17586827
47,46,0.02696404,0.05699739,4.88804623,0.73087747
47,47,1.07679635,0.13344539,6.87085554,1.36433952
47,48,0.08341577,0.03297245,7.40678559,1.57798971
47,49,-0.35990675,0.06428282,7.27707602,1.32052713
47,50,-0.17080311,0.0330838,5.67521911,1.36638833
47,51,-0.09362776,0.04535326,4.06957805,1.00116029
47,52,-0.27592411,0.09017554,5.50731783,1.26552086
47,53,0.28675681,0.22907893,5.44710915,1.10204239
47,54,-0.03181447,0.03841752,-0.00836763,0.19530334
47,55,0.15908878,0.06414837,4.13450039,0.36068878
48,1,-0.00652616,0.0459183,-7.4164597,0.47203686
48,2,0.06856136,0.0285309,-6.84036843,0.4367458
48,3,0.06907888,0.0989053,2.83599872,0.26316229
48,4,-0.0024253,0.03495313,5.89331485,1.0850607
48,5,-0.06086017,0.08815369,-0.91278778,0.1909713
48,6,0.14297069,0.03113849,5.79760767,1.00575317
48,7,0.05339003,0.05210589,-0.75894264,0.16843328
48,8,-0.18614119,0.03785046,9.83235456,1.73429404
48,9,-0.05268912,0.0402924,9.92960448,1.55469063
48,10,-0.37077557,0.04671628,9.6837494,1.5650589
48,11,0.25530875,0.06092629,-0.66883867,0.10498149
48,12,-0.10417636,0.01674128,-4.82945173,0.33933821
48,13,0.17397912,0.08070733,-9.94752576,0.64790368
48,14,-0.12911673,0.06710221,-9.47475927,0.63404194
48,15,-0.01865816,0.03069412,-8.98667904,0.55927139
48,16,-0.04507152,0.02214022,-8.82939534,0.5929002
48,17,0.10858373,0.03321642,-5.13830123,0.35754501
48,18,-0.06460848,0.01788085,-3.44591758,0.43563637
48,19,0.01641606,0.01518054,-6.03362364,0.40959261
48,20,0.0574701,0.031556,-4.50314063,0.53754588
48,21,-0.02686288,0.03017424,4.91773344,1.02314507
48,22,-0.0231137,0.0441983,3.82768593,0.60990227
48,23,-0.00145431,0.01540327,3.18848788,0.59752637
48,24,0.01375561,0.03815759,6.45257073,0.96308532
48,25,0.18128628,0.08944321,4.952405,0.60928831
48,26,-0.01424531,0.06937678,4.64908346,0.91287598
48,27,-0.19292352,0.18044193,4.35702831,0.88760828
48,28,0.09625703,0.15199242,4.73896228,1.18352582
48,29,-0.17022451,0.04518663,4.79339607,0.82534719
48,30,-0.25383063,0.05307508,5.12492189,1.07998299
48,31,0.2803476,0.06674322,1.91218681,0.61776029
48,32,0.00198701,0.03668531,7.73292538,1.52017274
48,33,-0.24128979,0.03204764,6.80625359,1.09604749
48,34,-0.0078044,0.02329257,7.96494337,1.65711485
48,35,-0.05414078,0.02641381,7.76757524,1.63546926
48,36,-0.13318189,0.03641013,7.33604582,1.29647817
48,37,0.21366101,0.03754179,8.13892775,1.47881212
48,38,-0.21403095,0.07591162,4.50966866,1.05695733
48,39,-0.09599496,0.08407972,-1.25532374,0.12812013
48,40,0.08537958,0.07246961,0.10653102,0.07090471
48,41,0.19431611,0.0578942,10.43009708,2.04796417
48,42,0.04059423,0.02347661,12.06324796,2.85550404
48,43,0.03378437,0.05073918,10.65521518,2.26127195
48,44,-0.05076644,0.06159786,6.66175653,1.62964205
48,45,-0.66699887,0.06565947,8.88798972,1.67379866
48,46,0.16352534,0.04356654,6.63821154,0.97575147
48,47,0.08341577,0.03297245,7.40678559,1.57798971
48,48,1.06849855,0.10250395,12.45257862,2.43978662
48,49,-0.07228381,0.03678683,9.69399203,1.77278883
48,50,-0.00452597,0.04000998,7.54208252,1.81772173
48,51,0.0746992,0.07102074,5.38417888,1.39316566
48,52,-0.22896001,0.0791861,7.37352069,1.69377329
48,53,0.00589776,0.105109,7.33399561,1.49984787
48,54,0.08459721,0.04955821,-0.51795713,0.24308782
48,55,0.11851584,0.04633765,5.48899694,0.46482403
49,1,-0.14143765,0.05314593,-7.08853387,0.58143818
49,2,0.11273618,0.047888,-6.46601857,0.53655804
49,3,0.42110223,0.09128045,2.27165563,0.18391286
49,4,0.18603864,0.07188895,5.35780965,0.85772132
49,5,0.01797808,0.0607677,-1.21506551,0.19741658
49,6,0.07307819,0.04943468,4.8495787,0.74736218
49,7,0.07491359,0.06632464,-0.9433201,0.20589213
49,8,0.10404922,0.03502572,8.56484753,1.33482977
49,9,-0.1378361,0.0624541,8.81569529,1.20048752
49,10,-0.88630863,0.06134776,9.03134388,1.22945593
49,11,0.13171967,0.12192706,0.10658701,0.1179054
49,12,0.01294554,0.03928473,-6.02996722,0.69749222
49,13,-0.00707622,0.02955493,-9.61753669,0.81335051
49,14,0.11033996,0.03422717,-9.39717386,0.7774207
49,15,0.01564323,0.0330017,-8.91688079,0.74361976
49,16,-0.08093369,0.02442943,-8.79662678,0.75819072
49,17,-0.06948271,0.06933415,-5.77809703,0.45398017
49,18,0.11896381,0.01131592,-5.52181026,0.69654317
49,19,-0.01512048,0.02384664,-6.44054417,0.62144609
49,20,-0.08485409,0.02344053,-5.45924879,0.9026344
49,21,-0.1942599,0.0414285,4.08192372,0.76454557
49,22,-0.12087919,0.04252949,3.75381798,0.47499806
49,23,0.04043365,0.01413143,1.35476265,0.40244902
49,24,-0.03440819,0.05212296,5.27049776,0.67281701
49,25,-0.04487443,0.07729062,4.07449552,0.44241754
49,26,0.0463802,0.04334569,3.87412976,0.6759263
49,27,-0.42669168,0.15530316,4.6697954,0.775034
49,28,0.2032297,0.14990618,5.3055142,1.05803367
49,29,0.0550223,0.04082208,3.84236092,0.63396212
49,30,0.54586406,0.15644094,4.1292938,0.7873877
49,31,0.50621045,0.13614301,1.5258921,0.45366422
49,32,0.08038712,0.02612502,6.60434164,1.1693661
49,33,0.08912935,0.04955276,5.40496707,0.79697539
49,34,-0.11780701,0.04539055,6.51207461,1.25783581
49,35,-0.03878465,0.04859135,6.29448531,1.24100768
49,36,0.03502008,0.06736948,5.91332485,0.94669825
49,37,-0.42957588,0.13201771,6.70647363,1.12376738
49,38,-0.13443745,0.05424649,3.69572688,0.78184166
49,39,-0.03987331,0.0808499,-1.32255425,0.1506196
49,40,0.04929052,0.07481023,-0.06667876,0.09504411
49,41,-0.40389866,0.08949168,9.77082013,1.72889177
49,42,0.01744063,0.03349892,9.99011066,2.20957227
49,43,0.01651192,0.05875529,9.86287012,1.84580076
49,44,0.22263472,0.07167941,5.6797809,1.2964927
49,45,0.11288481,0.1096317,7.83978718,1.31423781
49,46,0.10111197,0.08228076,6.00439644,0.75216671
49,47,-0.35990675,0.06428282,7.27707602,1.32052713
49,48,-0.07228381,0.03678683,9.69399203,1.77278883
49,49,1.83211351,0.14265362,10.49365898,1.59486269
49,50,-0.21675875,0.1020429,7.72841409,1.57783984
49,51,-0.7314282,0.12588444,5.78040131,1.25364889
49,52,0.28932283,0.07110335,7.45099811,1.4472933
49,53,-0.05044631,0.18523679,7.45830227,1.26042031
49,54,-0.25819975,0.10182984,0.5131614,0.30368615
49,55,-0.3047369,0.06181779,5.54264394,0.38025568
50,1,0.12309644,0.07297728,-5.20055836,0.4334716
50,2,-0.03443953,0.06657436,-4.72159132,0.45022684
50,3,0.23213307,0.12677879,1.61005714,0.27765522
50,4,0.01743811,0.05018464,3.95841352,0.96330267
50,5,-0.20366291,0.05896547,-0.91397357,0.12174544
50,6,0.05575885,0.05396245,3.70937804,0.88907764
50,7,-0.0748013,0.06940071,-0.68938877,0.11948073
50,8,0.05771675,0.02769979,6.63515277,1.40882068
50,9,0.00288908,0.03648747,6.88945189,1.31879598
50,10,-0.30447942,0.0429582,7.01640685,1.35892691
50,11,-0.40720374,0.07202833,0.25792043,0.05003811
50,12,-0.0180449,0.02727411,-3.97336781,0.42370937
50,13,0.08269846,0.04251419,-6.71704171,0.58006594
50,14,-0.00246612,0.0278695,-6.48729447,0.56600781
50,15,-0.03115152,0.02331953,-6.25884202,0.5616208
50,16,-0.02967213,0.01953796,-6.29833412,0.57713876
50,17,-0.05571554,0.02426523,-3.9415247,0.38333059
50,18,-0.0247307,0.01165554,-2.87875446,0.4146374
50,19,-0.05737996,0.01835366,-4.26826997,0.39522314
50,20,0.02703551,0.02444028,-3.4879845,0.45912819
50,21,0.053223,0.03641128,2.99931051,0.88366395
50,22,0.02271037,0.0537994,2.65232452,0.55353212
50,23,0.1138903,0.01967323,0.76084201,0.45399303
50,24,-0.17457718,0.05816928,3.99385167,0.90770949
50,25,0.16090724,0.09135212,3.06310124,0.60389219
50,26,-0.06618169,0.0540948,2.97350596,0.7885926
50,27,-0.07476418,0.07372208,3.699862,0.79230472
50,28,-0.12911662,0.07122251,4.22773505,0.99578535
50,29,0.07766557,0.03329286,2.95297379,0.74779999
50,30,-0.07514111,0.05564215,3.27317404,0.9006085
50,31,-0.09401347,0.07221051,1.31142917,0.44414773
50,32,0.05143614,0.02612083,5.12922509,1.34122411
50,33,-0.05787049,0.04135221,4.19577073,0.96940447
50,34,0.04458081,0.03090588,4.92312178,1.3707229
50,35,0.22296084,0.06507031,4.67246176,1.28283846
50,36,-0.19110474,0.06728851,4.63866055,1.12798227
50,37,-0.09132673,0.04811035,5.19216654,1.32547096
50,38,-0.16478838,0.06901013,2.83236942,0.81446905
50,39,0.526565,0.1747363,-1.08868911,0.10849536
50,40,0.12530523,0.05087961,-0.16815558,0.08096939
50,41,0.02599006,0.04791175,7.45630871,1.8104951
50,42,-0.09338842,0.03456973,7.7095295,2.32509964
50,43,-0.16758329,0.0345924,7.75050095,1.99090306
50,44,0.47735243,0.05238149,4.09633847,1.22018357
50,45,-0.04676582,0.05680831,6.10975102,1.38043815
50,46,-0.47499103,0.04964971,4.80163904,0.88582339
50,47,-0.17080311,0.0330838,5.67521911,1.36638833
50,48,-0.00452597,0.04000998,7.54208252,1.81772173
50,49,-0.21675875,0.1020429,7.72841409,1.57783984
50,50,1.1909247,0.10689667,7.37979533,1.75583835
50,51,-0.1840429,0.04996793,4.47643306,1.16758465
50,52,0.29100163,0.11785192,5.87834876,1.42698897
50,53,-0.09996504,0.09049882,5.92712576,1.30923311
50,54,-0.02393543,0.0757676,0.62150778,0.17764432
50,55,0.12427468,0.03543917,4.08521328,0.47997125
51,1,0.02217565,0.048679,-3.45328367,0.29999568
51,2,-0.12650558,0.04465882,-2.64279458,0.34120515
51,3,-0.43707792,0.11490019,1.19831445,0.2224832
51,4,-0.77896821,0.13051749,3.04583097,0.72852366
51,5,-0.11596678,0.07112543,-0.61245851,0.07396645
51,6,-0.23089097,0.14986771,2.3586595,0.64740248
51,7,0.262263,0.06678064,-0.52797235,0.07111973
51,8,-0.17930984,0.11802007,4.96951369,1.11732522
51,9,0.14297895,0.20119892,5.0485121,1.00913567
51,10,0.66577467,0.12264557,4.87496989,1.0169565
51,11,0.39167858,0.25167027,0.54484827,0.04598554
51,12,0.00837553,0.03931633,-2.3356897,0.30106189
51,13,0.22634878,0.15308815,-4.53766487,0.37600428
51,14,-0.17255395,0.13633626,-4.39705139,0.39335932
51,15,0.06670432,0.0534762,-4.16990504,0.39466905
51,16,-0.18612556,0.08340047,-4.05101219,0.39525572
51,17,-0.06356533,0.07122579,-2.49907288,0.29636809
51,18,-0.00029671,0.03358925,-1.85596052,0.34277648
51,19,0.11599588,0.03374051,-2.7589392,0.29774334
51,20,-0.02734893,0.03644969,-1.851179,0.26059329
51,21,0.36035446,0.06062933,2.01058395,0.62891781
51,22,0.09791126,0.12328061,2.22039986,0.43572512
51,23,0.03185615,0.02511627,0.85459512,0.27589254
51,24,0.15777252,0.07981162,2.5422791,0.65910072
51,25,0.4170503,0.11116404,1.93676029,0.44416416
51,26,-0.11702275,0.09363251,1.95209622,0.56265058
51,27,-0.39959947,0.14498617,3.13813829,0.60941831
51,28,-1.01286766,0.22643178,3.78704888,0.79464563
51,29,-0.32593643,0.07508869,1.92472208,0.56434853
51,30,-0.49186516,0.17249951,2.1570468,0.64703543
51,31,-0.28678856,0.09208661,0.86066597,0.28856238
51,32,0.09062156,0.04433561,3.32303701,0.90584526
51,33,0.24190001,0.06553792,2.50477129,0.69700817
51,34,-0.08260917,0.04690538,3.10667069,0.98100645
51,35,-0.11843917,0.05839624,2.92890088,0.94183745
51,36,0.32496571,0.07389399,2.70224674,0.78217815
51,37,0.26405865,0.12466737,3.13130386,0.92444866
51,38,0.3819948,0.19444657,1.87947416,0.58347096
51,39,-0.14172299,0.19128538,-0.62546515,0.06417368
51,40,0.15085727,0.08422202,0.04306705,0.05049953
51,41,-0.02627059,0.04333041,5.36535763,1.41068021
51,42,-0.10419979,0.02801457,5.22355142,1.65424089
51,43,0.0822796,0.06853905,5.40276064,1.48327395
51,44,0.14780368,0.04030253,3.21018268,0.96803203
51,45,-1.01811868,0.33710741,4.61987257,1.12874253
51,46,0.47114107,0.10958447,3.27755572,0.64376395
51,47,-0.09362776,0.04535326,4.06957805,1.00116029
51,48,0.0746992,0.07102074,5.38417888,1.39316566
51,49,-0.7314282,0.12588444,5.78040131,1.25364889
51,50,-0.1840429,0.04996793,4.47643306,1.16758465
51,51,2.77407607,0.25388718,4.33560054,0.96765597
51,52,-0.11037829,0.09361519,4.88264628,1.13916055
51,53,-0.05208303,0.15513034,4.74912827,1.02198086
51,54,0.01683235,0.06490563,0.96838914,0.13703221
51,55,0.00745929,0.12489934,3.37864423,0.36714809
52,1,0.02576013,0.08379469,-5.00961158,0.35097423
52,2,-0.11124544,0.18155801,-4.29011544,0.350321
52,3,0.34816228,0.22000703,1.67339325,0.24365809
52,4,-0.01149042,0.13817351,4.0234222,0.86226799
52,5,-0.23598442,0.07635861,-0.90511388,0.11109028
52,6,-0.03652645,0.18804913,3.63251877,0.81040069
52,7,0.23144621,0.16933236,-0.45774611,0.11020154
52,8,0.22257526,0.11191128,6.53365845,1.29193989
52,9,-0.17804126,0.07266118,6.75620532,1.20461649
52,10,-0.12956474,0.06808265,6.64049105,1.20521233
52,11,-0.36793538,0.18277177,0.91677072,0.0873765
52,12,-0.03634087,0.03573299,-3.46892694,0.34298555
52,13,-0.12052856,0.0799974,-6.21171207,0.4351912
52,14,0.17689154,0.09320279,-6.09623148,0.44675635
52,15,0.22893448,0.07361062,-6.01451615,0.42729041
52,16,-0.19933656,0.09707385,-5.87845641,0.42606518
52,17,0.08792709,0.05821982,-3.84773716,0.33520721
52,18,-0.01181418,0.03362471,-2.52113715,0.39992888
52,19,-0.02839828,0.03503572,-3.58643962,0.29784815
52,20,-0.01914862,0.04434544,-3.14255746,0.43245113
52,21,-0.26375474,0.07953165,3.14305945,0.8091565
52,22,0.19548303,0.11602966,3.13902212,0.55644182
52,23,0.03846652,0.02950044,1.51057003,0.48515289
52,24,0.01058711,0.08853749,3.98221131,0.81623202
52,25,0.3951017,0.19231993,2.96122994,0.52321476
52,26,-0.12383927,0.12880171,2.91244491,0.72345861
52,27,-1.02224084,0.18942664,4.64129553,0.8317771
52,28,-1.46541437,0.16494217,5.31730701,1.06883415
52,29,-0.21663797,0.13291046,2.91806449,0.70118795
52,30,-0.43222891,0.15836234,3.21099244,0.82203941
52,31,0.30516919,0.09117071,1.3720824,0.43174253
52,32,0.0981425,0.04788412,5.15272048,1.20307328
52,33,0.15723653,0.09916015,3.94467379,0.86328432
52,34,-0.1427071,0.08213466,4.89702521,1.30539347
52,35,0.02929827,0.05365347,4.70418085,1.28338367
52,36,-0.10512051,0.05990137,4.34619872,1.01865982
52,37,0.08517817,0.07280075,5.00723063,1.18570952
52,38,-0.1601856,0.12172916,2.99874153,0.81809334
52,39,0.51400535,0.36622216,-0.85065291,0.09907367
52,40,0.21603443,0.0885017,-0.02451872,0.0685583
52,41,0.05803931,0.06727316,7.5645065,1.67694327
52,42,-0.11504884,0.0401241,7.99001291,2.15728054
52,43,-0.26180115,0.05668782,7.86291463,1.87112429
52,44,-0.32052477,0.0702878,4.75136854,1.22694153
52,45,0.22236751,0.08190032,5.94555064,1.25617476
52,46,0.15025065,0.07989541,4.5819072,0.77255568
52,47,-0.27592411,0.09017554,5.50731783,1.26552086
52,48,-0.22896001,0.0791861,7.37352069,1.69377329
52,49,0.28932283,0.07110335,7.45099811,1.4472933
52,50,0.29100163,0.11785192,5.87834876,1.42698897
52,51,-0.11037829,0.09361519,4.88264628,1.13916055
52,52,4.36700246,0.3683314,7.46593409,1.54355775
52,53,-2.26444589,0.51733366,7.03778758,1.36332637
52,54,-0.11869431,0.1011789,1.36217146,0.22541766
52,55,0.20723704,0.13605997,4.64410496,0.44611545
53,1,0.30510547,0.23939858,-5.23044034,0.33227777
53,2,0.28878924,0.34705693,-4.6300597,0.2851233
53,3,0.50935164,0.53665381,1.77527791,0.18307197
53,4,0.37687658,0.1679609,4.05321117,0.76600241
53,5,0.10303322,0.10866066,-0.91808021,0.13907004
53,6,0.47465829,0.31414556,3.66384564,0.67389084
53,7,0.96120061,0.28524326,-0.5364986,0.11157216
53,8,-0.31538561,0.16312426,6.62234899,1.13796882
53,9,-0.35112787,0.12799251,6.79772491,1.04400536
53,10,-0.1844334,0.15296679,6.64939787,1.04000777
53,11,-3.41893123,1.2048758,0.84123831,0.08001028
53,12,-0.40132527,0.13636224,-3.91047976,0.31758178
53,13,0.13511265,0.13599489,-6.67055939,0.4658083
53,14,0.09471194,0.17168447,-6.53813675,0.41109686
53,15,-0.3062698,0.16058873,-6.38151775,0.42054726
53,16,0.13846656,0.08528423,-6.35514756,0.4093102
53,17,0.33150871,0.1416387,-4.06015109,0.28229295
53,18,-0.16030912,0.07182236,-3.13006482,0.38073875
53,19,0.12383499,0.08843123,-3.98457829,0.299637
53,20,0.21547794,0.05627034,-3.56594565,0.47898168
53,21,-0.35578057,0.10867114,3.21022957,0.70740778
53,22,-0.21351698,0.24219528,3.21084217,0.47068089
53,23,-0.04947237,0.04252161,1.43674073,0.41489918
53,24,-0.57341859,0.29445629,4.14709313,0.70636181
53,25,-0.450625,0.27604164,3.1412118,0.44465028
53,26,0.48529817,0.2395054,3.02529061,0.63601241
53,27,-2.3336072,0.53531258,4.53314974,0.72257242
53,28,-1.82274972,0.47184001,5.13139258,0.94844186
53,29,0.59663657,0.23099563,2.98133343,0.59238021
53,30,0.34213645,0.10904905,3.20033526,0.72716669
53,31,0.0263906,0.26377639,1.43062679,0.40556406
53,32,-0.22569963,0.10749793,5.24934805,1.0646973
53,33,-0.52247522,0.32116453,4.14225675,0.75692884
53,34,-0.33818286,0.10044719,5.0240368,1.15424231
