I,J,M_lda_ij,SD_lda_ij,M_omega_ij,SD_omega_ij
18,22,0.02551378,0.04122864,-2.60817526,0.28115116
18,23,-0.01176141,0.00495582,13.95097228,1.44269622
18,24,-0.03781103,0.02164004,-1.34941612,0.71958397
18,25,0.0251851,0.01989649,-2.54438442,0.61177066
18,26,-0.03734632,0.01464612,-1.34010953,0.36350625
18,27,-0.11951431,0.05216746,-2.53438551,0.25509725
18,28,0.13096961,0.06983519,-1.85906274,0.33817492
18,29,-0.05312971,0.0148323,-1.28853989,0.31832124
18,30,0.0884323,0.02176234,-0.48938416,0.45580525
18,31,0.01346071,0.02446485,-0.78578119,0.26132453
18,32,0.03777588,0.01405389,-0.6772,0.43678368
18,33,0.04838342,0.02024928,-3.07651159,0.54590942
18,34,0.04399471,0.00875663,-2.6711559,0.45703054
18,35,0.03183817,0.01103585,-2.84664685,0.54689125
18,36,-0.01997444,0.01611228,-2.83863563,0.53318289
18,37,-0.05567892,0.0183813,-2.49648306,0.73723743
18,38,0.0383267,0.02433693,-2.37538473,0.38770739
18,39,-0.12907914,0.04417412,3.45425536,0.78679218
18,40,0.11262473,0.03609171,1.65870196,0.46530849
18,41,-0.11847072,0.01816234,-1.16479547,0.57381335
18,42,-0.04979235,0.01241752,-0.15174923,0.75270201
18,43,0.05735369,0.01874014,-1.33837274,0.54623106
18,44,0.0180975,0.01340065,-1.99265792,0.34368814
18,45,0.1149484,0.03010163,-4.21452715,0.51111808
18,46,-0.06645932,0.01740663,-4.39821282,0.5594173
18,47,-0.10777313,0.01441489,-3.70475305,0.43931182
18,48,-0.06460848,0.01788085,-3.44591758,0.43563637
18,49,0.11896381,0.01131592,-5.52181026,0.69654317
18,50,-0.0247307,0.01165554,-2.87875446,0.4146374
18,51,-0.00029671,0.03358925,-1.85596052,0.34277648
18,52,-0.01181418,0.03362471,-2.52113715,0.39992888
18,53,-0.16030912,0.07182236,-3.13006482,0.38073875
18,54,-0.02472606,0.02079194,4.08320652,0.55478076
18,55,0.01997555,0.01918248,-3.29841793,0.63714752
19,1,0.07476627,0.02413562,13.73367144,3.15791344
19,2,-0.14561902,0.04027991,16.37458031,3.57570456
19,3,-0.04070288,0.0305745,-2.52375154,0.42936575
19,4,0.06936538,0.02275328,-4.02226866,0.49596446
19,5,0.08026001,0.02639427,2.59771614,0.54320923
19,6,0.0441059,0.03366925,-3.82591732,0.45894459
19,7,0.00313396,0.02390643,3.03819435,0.58625295
19,8,-0.00068126,0.01938766,-5.17833673,0.43661409
19,9,-0.00592404,0.01624717,-6.41442092,0.66291045
19,10,-0.03971839,0.02718338,-6.25374534,0.70797139
19,11,-0.28300567,0.11446198,1.57776305,0.40967765
19,12,-0.05671205,0.02374446,30.35890009,5.42327004
19,13,-0.01617571,0.01363163,20.58479864,4.43088514
19,14,-0.00229455,0.01358169,21.87399225,4.52939799
19,15,0.00412908,0.01196095,21.43503935,4.39515013
19,16,-0.09419651,0.01399117,22.7454017,4.54162818
19,17,-0.00189834,0.01466728,20.49457847,4.30068506
19,18,-0.02655503,0.00925151,33.32717425,5.03886475
19,19,0.35775183,0.06073744,28.18155561,4.77228332
19,20,-0.02272329,0.00829619,26.41055229,4.16753613
19,21,-0.0770744,0.03239041,-1.94481046,0.40960693
19,22,0.00420971,0.02539386,-2.67943935,0.30885192
19,23,-0.04370606,0.00855244,7.94659316,1.11565557
19,24,-0.17015517,0.03248709,-3.36859383,0.62947301
19,25,0.15301022,0.03461433,-3.62593468,0.626999
19,26,0.0468194,0.04117378,-2.76387074,0.31890508
19,27,-0.03211394,0.06855388,-2.59161932,0.18536572
19,28,-0.05534936,0.09740713,-2.22244448,0.24696713
19,29,-0.03229666,0.04494652,-2.80758766,0.35413671
19,30,-0.04686542,0.02318233,-1.76628629,0.26055276
19,31,0.05944128,0.05904233,-1.15467707,0.28909107
19,32,0.02822767,0.01663238,-3.39335312,0.4992599
19,33,-0.04108857,0.02248447,-4.32554024,0.51356759
19,34,0.00850901,0.02172231,-4.31035508,0.29844985
19,35,-0.09935634,0.02582877,-4.15479732,0.45448787
19,36,0.02002646,0.02094006,-4.22661742,0.46023921
19,37,0.07406618,0.02536676,-4.44155193,0.57880162
19,38,0.08302714,0.03452744,-2.90084457,0.309652
19,39,-0.35980249,0.07413062,3.29374916,0.7684481
19,40,0.14196789,0.08554404,1.33779379,0.34768428
19,41,0.1495731,0.04731765,-4.80145554,0.56649419
19,42,-0.05844961,0.01405777,-4.93571335,0.44855246
19,43,-0.19911659,0.05868371,-4.54582308,0.58016675
19,44,0.10447332,0.01833245,-3.791739,0.31469458
19,45,-0.10172524,0.03064458,-5.68852232,0.46709315
19,46,0.16664761,0.06562818,-5.44772879,0.59537322
19,47,0.0544173,0.01445154,-5.27076881,0.48386703
19,48,0.01641606,0.01518054,-6.03362364,0.40959261
19,49,-0.01512048,0.02384664,-6.44054417,0.62144609
19,50,-0.05737996,0.01835366,-4.26826997,0.39522314
19,51,0.11599588,0.03374051,-2.7589392,0.29774334
19,52,-0.02839828,0.03503572,-3.58643962,0.29784815
19,53,0.12383499,0.08843123,-3.98457829,0.299637
19,54,0.09288163,0.0380221,3.00499363,0.50074101
19,55,-0.07068683,0.02637121,-3.4277258,0.73549225
20,1,0.00512428,0.02876328,14.25809206,2.99682306
20,2,0.04483222,0.03660411,17.04735216,3.46706622
20,3,-0.01422171,0.03184027,-2.00106927,0.48096077
20,4,-0.1066366,0.06065106,-2.981804,0.67794123
20,5,-0.07098914,0.01983812,3.29278726,0.54103127
20,6,0.04223971,0.03877449,-3.05029478,0.68231781
20,7,-0.03000361,0.02658649,2.8509106,0.51487721
20,8,-0.00993109,0.01407892,-3.61435992,0.54318037
20,9,-0.05405982,0.01806313,-4.82976305,0.83317457
20,10,0.12110038,0.02880455,-5.35405804,0.90620352
20,11,-0.09006455,0.0563567,1.02511312,0.35695265
20,12,-0.11690646,0.02070638,35.55883703,5.51093417
20,13,-0.03874823,0.0388618,21.15883378,4.13335226
20,14,0.01065936,0.0333291,22.68622521,4.22748769
20,15,-0.00552354,0.02690505,22.5816529,4.17913395
20,16,0.01083816,0.03162249,23.63850872,4.22450466
20,17,-0.03383633,0.01139395,23.81161545,4.37300957
20,18,-0.150823,0.01105722,40.599881,5.03841956
20,19,-0.02272329,0.00829619,26.41055229,4.16753613
20,20,0.39433556,0.02466182,34.18819462,3.92992445
20,21,0.0196,0.05353678,-0.76825133,0.51375426
20,22,-0.05620788,0.04614441,-2.19057275,0.38673696
20,23,-0.02565662,0.01066357,10.4330058,0.91166277
20,24,0.05213639,0.02061989,-2.17192671,0.89129742
20,25,-0.00961604,0.02645128,-2.41667424,0.7507516
20,26,0.06354782,0.03663353,-1.58898755,0.45882386
20,27,0.06753751,0.04563783,-2.54692328,0.21959244
20,28,-0.18314729,0.06977553,-1.914376,0.2214632
20,29,0.06275156,0.01961113,-1.68339782,0.47197433
20,30,-0.02966857,0.03699963,-0.90633828,0.47752756
20,31,-0.04463096,0.06790941,-0.66693154,0.19549277
20,32,-0.08590804,0.0124982,-1.3957359,0.62299918
20,33,-0.01205961,0.02179967,-3.12642066,0.73491921
20,34,-0.03811961,0.01639529,-2.99943889,0.58676126
20,35,-0.02363742,0.01801899,-3.20859764,0.70426477
20,36,0.00023137,0.02005558,-3.19334037,0.70781631
20,37,0.0158114,0.0336453,-3.19676295,0.85956873
20,38,-0.03088766,0.03315856,-2.31072938,0.39992305
20,39,-0.03811332,0.04384566,3.18502847,0.71799132
20,40,-0.0503418,0.02290294,1.92018858,0.36811585
20,41,0.05484488,0.01918071,-2.84199548,0.85834222
20,42,0.01259667,0.02298641,-2.9849268,0.8896059
20,43,-0.02288882,0.01912787,-2.82906549,0.75668219
20,44,0.11101345,0.03549867,-2.75466497,0.30668458
20,45,-0.1925334,0.05672725,-4.22337395,0.69428306
20,46,-0.0312741,0.03624112,-4.25343909,0.65786022
20,47,0.08127196,0.01217677,-4.23421819,0.62510942
20,48,0.0574701,0.031556,-4.50314063,0.53754588
20,49,-0.08485409,0.02344053,-5.45924879,0.9026344
20,50,0.02703551,0.02444028,-3.4879845,0.45912819
20,51,-0.02734893,0.03644969,-1.851179,0.26059329
20,52,-0.01914862,0.04434544,-3.14255746,0.43245113
20,53,0.21547794,0.05627034,-3.56594565,0.47898168
20,54,-0.00109189,0.01728476,3.13430866,0.46297811
20,55,0.05961705,0.05087459,-3.0549316,0.7755234
21,1,-0.08807488,0.1100224,-2.2219962,0.19255931
21,2,0.38659819,0.11454226,-3.35389594,0.24469578
21,3,-0.64274137,0.09145898,2.78521934,0.13200498
21,4,-1.40973807,0.10508926,5.18395331,0.64086513
21,5,-0.20407012,0.03827666,1.18487969,0.10383994
21,6,-0.23806088,0.05976901,3.52990495,0.50762771
21,7,-0.06158926,0.06822624,-0.0460303,0.15975166
21,8,0.03001944,0.02763295,4.19765049,0.71785688
21,9,-0.0265807,0.05840938,4.26388745,0.6564491
21,10,0.43695932,0.0889195,4.12941836,0.62776793
21,11,-0.00101996,0.09360892,-0.74232182,0.06545248
21,12,-0.13584789,0.03509851,-1.31719129,0.28899896
21,13,0.00434276,0.04979182,-4.41418494,0.34513372
21,14,-0.0518231,0.03260744,-4.16576997,0.35001204
21,15,-0.00540816,0.03681132,-3.71298688,0.34243302
21,16,-0.00709071,0.02968562,-3.63282503,0.30808635
21,17,0.0265691,0.02344447,-1.86849537,0.2011503
21,18,-0.03103267,0.02196066,-0.26627364,0.50780406
21,19,-0.0770744,0.03239041,-1.94481046,0.40960693
21,20,0.0196,0.05353678,-0.76825133,0.51375426
21,21,1.83241295,0.13388617,6.5622736,0.77387185
21,22,-0.61340108,0.05986789,3.66152518,0.31803105
21,23,-0.00643322,0.01317199,4.62082949,0.38734837
21,24,-0.07381344,0.12135611,6.42411961,0.58098421
21,25,0.15075353,0.04849751,4.87321792,0.35481933
21,26,-0.13476575,0.1006912,4.8205619,0.53914852
21,27,0.29979377,0.0964377,1.82805693,0.45022101
21,28,0.34209472,0.11822992,1.68050189,0.519731
21,29,-0.06373883,0.03307276,4.32343961,0.48196626
21,30,-0.14551697,0.07637447,3.12935893,0.61035661
21,31,-0.07466115,0.05625655,2.16320598,0.40251338
21,32,-0.08313341,0.02458448,5.36052143,0.82005135
21,33,0.1089535,0.05309564,5.11570317,0.56529651
21,34,0.11144263,0.03766693,5.57006441,0.89383385
21,35,-0.04571156,0.06754636,5.43683336,0.89458212
21,36,0.07134124,0.05357884,4.60625321,0.68014975
21,37,0.06053323,0.07958796,5.11013697,0.80748546
21,38,0.25897326,0.08864974,2.81103028,0.56833225
21,39,-0.05667502,0.1081153,-0.48198766,0.07148969
21,40,0.43029978,0.12075773,0.53234485,0.04708733
21,41,-0.06264534,0.04008483,5.74815741,1.00160195
21,42,-0.11575757,0.02845647,6.77787387,1.47242443
21,43,0.06231191,0.04030348,6.13554536,1.19492803
21,44,0.20576973,0.07581037,3.2161457,0.79407283
21,45,0.15122267,0.06708137,3.64616011,0.69235182
21,46,-0.21654483,0.04718683,3.34768721,0.40916447
21,47,-0.10138616,0.02871799,3.92592812,0.77038553
21,48,-0.02686288,0.03017424,4.91773344,1.02314507
21,49,-0.1942599,0.0414285,4.08192372,0.76454557
21,50,0.053223,0.03641128,2.99931051,0.88366395
21,51,0.36035446,0.06062933,2.01058395,0.62891781
21,52,-0.26375474,0.07953165,3.14305945,0.8091565
21,53,-0.35578057,0.10867114,3.21022957,0.70740778
21,54,-0.00929509,0.05218538,-0.75123973,0.12561684
21,55,0.33714101,0.05791911,3.01059658,0.16773089
22,1,-0.16549782,0.06804386,-2.56320583,0.28912804
22,2,0.17318973,0.07493363,-3.00400688,0.30394621
22,3,-0.24999108,0.09558393,1.83655126,0.07151036
22,4,-0.10097362,0.07496914,3.48721107,0.32252548
22,5,-0.17970864,0.07167158,0.40940138,0.06775569
22,6,0.02899801,0.08564775,2.3198804,0.26728715
22,7,0.40508851,0.11518969,-0.46254573,0.102441
22,8,0.12013037,0.05353063,3.26206635,0.38897954
22,9,0.19469701,0.09383352,3.39813286,0.33575645
22,10,0.19206607,0.06507218,3.37660574,0.36097464
22,11,0.36499969,0.24047309,-0.04792211,0.06601822
22,12,0.00204853,0.04813499,-2.701996,0.28675193
22,13,-0.00430838,0.03634321,-4.6062118,0.54856768
22,14,-0.03665576,0.06430926,-4.5652435,0.50924858
22,15,0.09198548,0.04895971,-4.22728558,0.45598447
22,16,0.02176828,0.02670579,-4.18365096,0.42139607
22,17,0.0222766,0.04981501,-2.53872009,0.25749772
22,18,0.02551378,0.04122864,-2.60817526,0.28115116
22,19,0.00420971,0.02539386,-2.67943935,0.30885192
22,20,-0.05620788,0.04614441,-2.19057275,0.38673696
22,21,-0.61340108,0.05986789,3.66152518,0.31803105
22,22,2.74773607,0.1959674,3.36878065,0.18969144
22,23,-0.06093212,0.0439547,2.23897468,0.19089212
22,24,-0.20897731,0.04458156,4.10623225,0.24029858
22,25,-0.06501906,0.14702189,3.18569903,0.15014681
22,26,-0.09465752,0.10375687,3.13376763,0.28230272
22,27,-0.48905404,0.13755425,2.05785024,0.29848401
22,28,-0.14030612,0.1344431,2.18536293,0.39921807
22,29,-0.01128949,0.05847549,2.79233195,0.21403075
22,30,-0.33018975,0.08199744,2.15943902,0.31462948
22,31,0.07044891,0.15970428,1.43521394,0.22599535
22,32,0.19063449,0.03733707,3.42516293,0.42455824
22,33,0.12235851,0.06546967,3.34002043,0.2701386
22,34,-0.07353838,0.0478706,3.74913323,0.49234574
22,35,-0.09214828,0.06034846,3.45437574,0.48656236
22,36,0.08558291,0.05392812,3.03951644,0.34915427
22,37,0.17717716,0.11196132,3.30372064,0.3808949
22,38,-0.14195532,0.1227792,1.95626411,0.3566166
22,39,-0.15841556,0.13045733,-0.36197776,0.05950233
22,40,-0.18637674,0.09555163,0.27396898,0.03422264
22,41,0.06240724,0.09187003,4.08157248,0.55892624
22,42,0.12457026,0.04987786,4.19652787,0.78830357
22,43,0.0576048,0.06970898,4.31506004,0.65841482
22,44,-0.12366503,0.07249248,2.45233515,0.48551793
22,45,-0.0561299,0.10401212,3.08624549,0.43106299
22,46,0.34059627,0.10241136,2.6820592,0.21513267
22,47,-0.27058878,0.09516291,3.20826605,0.47769174
22,48,-0.0231137,0.0441983,3.82768593,0.60990227
22,49,-0.12087919,0.04252949,3.75381798,0.47499806
22,50,0.02271037,0.0537994,2.65232452,0.55353212
22,51,0.09791126,0.12328061,2.22039986,0.43572512
22,52,0.19548303,0.11602966,3.13902212,0.55644182
22,53,-0.21351698,0.24219528,3.21084217,0.47068089
22,54,-0.05803421,0.05279831,-0.04499281,0.13951408
22,55,-1.27445611,0.13388746,3.16647152,0.18708257
23,1,0.07880669,0.03191768,2.02155634,0.54290371
23,2,-0.05577001,0.03544465,2.97976259,0.73817311
23,3,-0.00903947,0.02922505,1.70880431,0.10703436
23,4,-0.12944332,0.02143967,3.2927108,0.30447918
23,5,-0.03640741,0.02605663,1.78128007,0.15010409
23,6,-0.03629374,0.03577288,2.42642707,0.36696544
23,7,0.05640235,0.01811829,0.76945775,0.0901308
23,8,-0.06741117,0.02603672,2.92380124,0.4562845
23,9,0.02482843,0.01843706,2.07786166,0.35406243
23,10,0.01801116,0.02175262,2.00283397,0.38791187
23,11,-0.06304183,0.05089491,-0.60769643,0.06186489
23,12,-0.04215649,0.01145897,12.13990138,1.76419419
23,13,0.04293986,0.01990337,2.3155757,0.66987249
23,14,0.00806136,0.01212123,3.13933165,0.7444759
23,15,-0.00039111,0.01228354,3.64574289,0.77151246
23,16,-0.03985311,0.02078865,4.35402587,0.83094258
23,17,0.00496639,0.01661054,7.19240727,1.3075535
23,18,-0.01176141,0.00495582,13.95097228,1.44269622
23,19,-0.04370606,0.00855244,7.94659316,1.11565557
23,20,-0.02565662,0.01066357,10.4330058,0.91166277
23,21,-0.00643322,0.01317199,4.62082949,0.38734837
23,22,-0.06093212,0.0439547,2.23897468,0.19089212
23,23,0.26417627,0.0328419,12.9432863,0.98522391
23,24,-0.00932694,0.02216993,4.76712501,0.37426998
23,25,0.05999204,0.02195261,3.28147961,0.21747116
23,26,-0.10945594,0.03143729,3.62632242,0.33307224
23,27,-0.14713557,0.04451002,0.55146905,0.19779097
23,28,0.2288763,0.07629774,0.47462059,0.24039417
23,29,0.00938438,0.03308121,3.11384626,0.22196224
23,30,-0.11476624,0.028464,2.84011522,0.45289291
23,31,-0.01536417,0.05733135,1.52862922,0.27759441
23,32,0.02306189,0.00729969,4.32435477,0.50855733
23,33,0.00960643,0.01547025,3.53975712,0.34657948
23,34,-0.01570872,0.01257334,4.19118674,0.5511611
23,35,0.08438981,0.02186284,3.57246514,0.56422336
23,36,-0.06201123,0.02391328,3.36402847,0.42625322
23,37,0.03379875,0.02622704,3.72474642,0.53091567
23,38,-0.06045171,0.02500381,1.8909241,0.38561169
23,39,0.20881226,0.08515995,0.81700314,0.14903206
23,40,0.05877879,0.03116981,1.24629051,0.17482496
23,41,-0.013676,0.01871172,4.69039629,0.6231701
23,42,-0.0143395,0.00839287,5.42644426,0.957418
23,43,-0.00857844,0.02219213,4.93892543,0.69654801
23,44,-0.0421051,0.02363464,2.45567905,0.53219743
23,45,0.00257218,0.02694179,1.90006685,0.41890209
23,46,0.0355903,0.02034598,1.43174566,0.25482003
23,47,-0.03534583,0.01953321,1.78934429,0.43868863
23,48,-0.00145431,0.01540327,3.18848788,0.59752637
23,49,0.04043365,0.01413143,1.35476265,0.40244902
23,50,0.1138903,0.01967323,0.76084201,0.45399303
23,51,0.03185615,0.02511627,0.85459512,0.27589254
23,52,0.03846652,0.02950044,1.51057003,0.48515289
23,53,-0.04947237,0.04252161,1.43674073,0.41489918
23,54,-0.06579843,0.01654893,-0.02481853,0.11429035
23,55,0.00689232,0.01421347,1.63309251,0.17863127
24,1,-0.62907106,0.1566125,-3.18180035,0.49085405
24,2,0.11648874,0.05631066,-4.84263106,0.56816227
24,3,-0.7396538,0.10214876,3.26498428,0.14250887
24,4,-0.25029427,0.13683734,5.60317934,0.53196052
24,5,0.0012204,0.02988092,1.03424591,0.14938072
24,6,0.03942009,0.03858583,4.52794039,0.44679034
24,7,0.19384076,0.05780362,-0.12172917,0.17530867
24,8,0.08211894,0.03721237,5.49181179,0.64599152
24,9,-0.10849147,0.04151041,5.59329575,0.56792521
24,10,0.08959965,0.10770417,5.35041805,0.54414036
24,11,0.54345282,0.24371169,-1.03362386,0.12598766
24,12,-0.07422414,0.02224123,-2.70782401,0.56469694
24,13,-0.05417511,0.07747425,-6.03703236,0.89978895
24,14,0.04575724,0.05048869,-5.80782085,0.84756603
24,15,0.19431195,0.09280281,-5.32063613,0.73195097
24,16,0.13058944,0.02715775,-5.25639255,0.74058569
24,17,0.07167218,0.02650146,-2.99613697,0.41471572
24,18,-0.03781103,0.02164004,-1.34941612,0.71958397
24,19,-0.17015517,0.03248709,-3.36859383,0.62947301
24,20,0.05213639,0.02061989,-2.17192671,0.89129742
24,21,-0.07381344,0.12135611,6.42411961,0.58098421
24,22,-0.20897731,0.04458156,4.10623225,0.24029858
24,23,-0.00932694,0.02216993,4.76712501,0.37426998
24,24,1.61492779,0.09983677,8.40849154,0.5768176
24,25,-0.45759998,0.06144219,5.91475567,0.32073406
24,26,-0.15893074,0.05386603,5.68385674,0.50391356
24,27,-0.20300426,0.13180745,2.36790192,0.44870525
24,28,0.61339618,0.21192566,2.13771552,0.56026203
24,29,-0.1697317,0.04650914,5.23998173,0.40536485
24,30,0.06189665,0.04848099,3.99006334,0.58999803
24,31,-0.19166151,0.06967876,2.58166147,0.46826313
24,32,-0.03667815,0.02215087,6.74664921,0.78397876
24,33,0.1328304,0.05834125,6.37104382,0.5156922
24,34,-0.12434248,0.02921897,7.09236249,0.88794471
24,35,-0.00745312,0.02899609,6.72486823,0.87723463
24,36,0.18600358,0.05505039,5.90852859,0.62192706
24,37,-0.18011786,0.04579603,6.61537761,0.74476801
24,38,-0.15383004,0.06287579,3.60388949,0.60126339
24,39,0.36768958,0.09085111,-0.72742121,0.13261778
24,40,0.26995892,0.0620245,0.44273497,0.04960237
24,41,-0.22702925,0.03744588,7.54441764,0.92894739
24,42,0.01387111,0.03389426,8.67000769,1.40619697
24,43,0.23688154,0.04280659,7.91630445,1.12206714
24,44,-0.34743985,0.04846221,4.52681191,0.85693353
24,45,0.02791153,0.0763258,5.01142596,0.67718711
24,46,0.21495171,0.08444455,4.39725783,0.36723995
24,47,0.06056183,0.03523369,4.86276158,0.72137905
24,48,0.01375561,0.03815759,6.45257073,0.96308532
24,49,-0.03440819,0.05212296,5.27049776,0.67281701
24,50,-0.17457718,0.05816928,3.99385167,0.90770949
24,51,0.15777252,0.07981162,2.5422791,0.65910072
24,52,0.01058711,0.08853749,3.98221131,0.81623202
24,53,-0.57341859,0.29445629,4.14709313,0.70636181
24,54,-0.09306427,0.05292315,-1.03762564,0.23811163
24,55,0.03735888,0.08897485,3.82269368,0.27243756
25,1,0.00684359,0.06102913,-3.03278018,0.52032257
25,2,-0.02403278,0.06878133,-4.09072436,0.62213673
25,3,-0.41813648,0.12428572,2.5471915,0.15695985
25,4,-0.58467248,0.08948621,4.49588444,0.34891838
25,5,-0.24177697,0.06657497,0.77305233,0.0876448
25,6,-0.16705952,0.07786538,3.70286071,0.32458239
25,7,-0.02009278,0.07620395,-0.17843237,0.14899801
25,8,0.17124784,0.03769935,4.15184195,0.43785842
25,9,-0.05821175,0.03849919,4.39979946,0.39357202
25,10,-0.01255212,0.08864277,4.25957624,0.41653848
25,11,-0.39057543,0.16385672,-0.75903477,0.12255597
25,12,-0.0787819,0.03835004,-2.927609,0.59403088
25,13,0.1570608,0.1007112,-5.5623679,0.84201776
25,14,-0.18540073,0.07019028,-5.33046079,0.81440424
25,15,0.12890277,0.06154491,-4.94850835,0.76131445
25,16,-0.15957493,0.05800033,-4.84417705,0.7599857
25,17,-0.05101451,0.04052598,-2.663142,0.472984
25,18,0.0251851,0.01989649,-2.54438442,0.61177066
25,19,0.15301022,0.03461433,-3.62593468,0.626999
25,20,-0.00961604,0.02645128,-2.41667424,0.7507516
25,21,0.15075353,0.04849751,4.87321792,0.35481933
25,22,-0.06501906,0.14702189,3.18569903,0.15014681
25,23,0.05999204,0.02195261,3.28147961,0.21747116
25,24,-0.45759998,0.06144219,5.91475567,0.32073406
25,25,2.67985279,0.2122868,5.18718854,0.32885516
25,26,-0.46628357,0.07307791,4.55624036,0.34970409
25,27,0.0722148,0.22327191,1.77694762,0.28028724
25,28,-0.06314934,0.19524893,1.61800343,0.37969041
25,29,-0.67965428,0.11447069,4.34166818,0.28340566
25,30,-0.43167202,0.09011956,3.28283153,0.39910714
25,31,-0.17888639,0.07716148,2.16247161,0.33103119
25,32,0.01552133,0.06004494,5.31798306,0.47584607
25,33,-0.21568702,0.05919846,5.27643391,0.36883438
25,34,0.10188267,0.04341465,5.69195742,0.59058964
25,35,0.03863861,0.04414407,5.30073532,0.58114126
25,36,-0.19288576,0.04046964,4.82278974,0.43158831
25,37,0.18465647,0.05955406,5.30823575,0.47683039
25,38,0.22191187,0.11413859,2.86969847,0.39659122
25,39,0.1301589,0.16437955,-0.42666138,0.12634256
25,40,0.30264864,0.11665825,0.43647768,0.06199582
25,41,0.21580817,0.07505863,5.77658578,0.58697259
25,42,-0.05569394,0.04150752,6.47770241,0.94772698
25,43,-0.21242633,0.07148592,6.18434545,0.70734408
25,44,0.06135952,0.08731418,3.41868123,0.55659597
25,45,-0.30711987,0.09364892,3.96323542,0.45068786
25,46,-0.0785598,0.06772745,3.61449325,0.31373153
25,47,-0.11812532,0.05643969,3.85588498,0.48789253
25,48,0.18128628,0.08944321,4.952405,0.60928831
25,49,-0.04487443,0.07729062,4.07449552,0.44241754
25,50,0.16090724,0.09135212,3.06310124,0.60389219
25,51,0.4170503,0.11116404,1.93676029,0.44416416
25,52,0.3951017,0.19231993,2.96122994,0.52321476
25,53,-0.450625,0.27604164,3.1412118,0.44465028
25,54,0.23395883,0.03956559,-1.02381457,0.19418437
25,55,-0.07398872,0.089857,3.11172131,0.29635373
26,1,-0.3524376,0.08580774,-2.432839,0.23314343
26,2,0.32934458,0.10923216,-3.68821329,0.30645978
26,3,0.14436532,0.06397359,2.34097114,0.13233671
26,4,-0.22440773,0.07501154,4.26229156,0.52936021
26,5,0.09362153,0.03733644,0.78510911,0.08585354
26,6,0.21860071,0.14569837,3.34979665,0.45122385
26,7,0.13309801,0.08315788,-0.19547721,0.11055606
26,8,-0.02721771,0.03074096,3.91668787,0.6699349
26,9,0.01763089,0.05886457,3.98027557,0.56574534
26,10,0.0345115,0.04803084,3.84688632,0.56156018
26,11,-0.17358259,0.1288678,-0.68180515,0.07649449
26,12,-0.05547252,0.05591697,-2.01549678,0.32566982
26,13,-0.03742091,0.07541348,-4.75698417,0.4630341
26,14,0.01896495,0.06021667,-4.53094268,0.42240839
26,15,0.00009632,0.02873985,-4.10726064,0.40117065
26,16,0.05825521,0.03663633,-4.08640673,0.38594577
26,17,-0.01913845,0.03367374,-2.03475408,0.20570158
26,18,-0.03734632,0.01464612,-1.34010953,0.36350625
26,19,0.0468194,0.04117378,-2.76387074,0.31890508
26,20,0.06354782,0.03663353,-1.58898755,0.45882386
26,21,-0.13476575,0.1006912,4.8205619,0.53914852
26,22,-0.09465752,0.10375687,3.13376763,0.28230272
26,23,-0.10945594,0.03143729,3.62632242,0.33307224
26,24,-0.15893074,0.05386603,5.68385674,0.50391356
26,25,-0.46628357,0.07307791,4.55624036,0.34970409
26,26,1.72886977,0.13548561,5.06229242,0.55402197
26,27,-0.19352149,0.14489688,1.7438414,0.39995893
26,28,0.01810138,0.13318371,1.62996715,0.47588885
26,29,-0.22514318,0.07270563,4.13697366,0.42223274
26,30,0.36743731,0.1100891,2.92597517,0.51272737
26,31,-0.27420621,0.06563119,2.09506959,0.38258652
26,32,-0.05763883,0.03338075,5.04765626,0.72240214
26,33,0.04330273,0.05088087,4.89184728,0.53933277
26,34,-0.0589858,0.07400918,5.46182656,0.82665692
26,35,-0.05274975,0.02640037,5.07641887,0.82393552
26,36,0.0793674,0.04238633,4.47025326,0.63215634
26,37,-0.26273081,0.07490417,4.90177024,0.71372443
26,38,-0.17283781,0.11383778,2.70038904,0.53758112
26,39,-0.21099201,0.24045814,-0.42588768,0.08099698
26,40,-0.14049938,0.07259261,0.41436673,0.0549305
26,41,0.07140458,0.07245509,5.45068839,0.8702596
26,42,-0.01000641,0.03906958,6.15506722,1.2718407
26,43,-0.22266742,0.10618572,5.98406288,1.07256565
26,44,0.24321356,0.04082116,3.08733932,0.70362425
26,45,-0.10889873,0.11282493,3.62248513,0.61830124
26,46,-0.01575674,0.05382266,3.30898632,0.41323659
26,47,0.05390879,0.07528954,3.61386089,0.6452461
26,48,-0.01424531,0.06937678,4.64908346,0.91287598
26,49,0.0463802,0.04334569,3.87412976,0.6759263
26,50,-0.06618169,0.0540948,2.97350596,0.7885926
26,51,-0.11702275,0.09363251,1.95209622,0.56265058
26,52,-0.12383927,0.12880171,2.91244491,0.72345861
26,53,0.48529817,0.2395054,3.02529061,0.63601241
26,54,0.09280995,0.04171403,-0.79392706,0.13204917
26,55,-0.18845424,0.05629249,2.95541166,0.23107104
27,1,0.34448509,0.08973463,-3.19474194,0.20602407
27,2,0.05773957,0.18644186,-2.84799279,0.19788875
27,3,-0.45471056,0.19015495,1.20832344,0.14000156
27,4,0.02863858,0.14226963,2.43592019,0.47301092
27,5,0.02299019,0.13712845,-0.63674121,0.09383324
27,6,-0.93528112,0.27807015,2.36262526,0.44571934
27,7,-2.68332601,0.70669186,0.12509923,0.08178582
27,8,0.28122221,0.08920885,3.9533293,0.67937326
27,9,0.22169107,0.12490032,4.06203727,0.62498493
